Index,Notes (scalar),Notes (radial),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
1120222,Cn Dn E# Fb G# A# B#,Dn Cn B# E# Fb G# A#,02548A0,013579,6-34,"(1, 1, 2, 0, 2, 2, 2)",1,4,2,4,2,2
1121000,Cn Dn E# Fn Gb Ab Bb,Dn Cn Bb E# Fn Gb Ab,025568A,013579,6-34,"(1, 1, 2, 1, 0, 0, 0)",1,4,2,4,2,2
1121001,Cn Dn E# Fn Gb Ab Bn,Dn Cn Bn E# Fn Gb Ab,025568B,013679,6-30,"(1, 1, 2, 1, 0, 0, 1)",2,2,4,2,2,3
1121002,Cn Dn E# Fn Gb Ab B#,Dn Cn B# E# Fn Gb Ab,0255680,02368,5-28,"(1, 1, 2, 1, 0, 0, 2)",1,2,2,2,1,2
1121010,Cn Dn E# Fn Gb An Bb,Dn Cn Bb E# Fn Gb An,025569A,014579,6-31,"(1, 1, 2, 1, 0, 1, 0)",2,2,3,4,3,1
1121011,Cn Dn E# Fn Gb An Bn,Dn Cn Bn E# Fn Gb An,025569B,014679,6-50,"(1, 1, 2, 1, 0, 1, 1)",2,2,4,2,3,2
1121012,Cn Dn E# Fn Gb An B#,Dn Cn B# E# Fn Gb An,0255690,01469,5-32,"(1, 1, 2, 1, 0, 1, 2)",1,1,3,2,2,1
1121020,Cn Dn E# Fn Gb A# Bb,Dn Cn Bb E# Fn Gb A#,02556AA,01468,5-30,"(1, 1, 2, 1, 0, 2, 0)",1,2,1,3,2,1
1121021,Cn Dn E# Fn Gb A# Bn,Dn Cn Bn E# Fn Gb A#,02556AB,012478,6-17,"(1, 1, 2, 1, 0, 2, 1)",3,2,2,3,3,2
1121022,Cn Dn E# Fn Gb A# B#,Dn Cn B# E# Fn Gb A#,02556A0,01468,5-30,"(1, 1, 2, 1, 0, 2, 2)",1,2,1,3,2,1
1121100,Cn Dn E# Fn Gn Ab Bb,Dn Cn Bb E# Fn Gn Ab,025578A,023579,6-33,"(1, 1, 2, 1, 1, 0, 0)",1,4,3,2,4,1
1121101,Cn Dn E# Fn Gn Ab Bn,Dn Cn Bn E# Fn Gn Ab,025578B,023679,6-Z29,"(1, 1, 2, 1, 1, 0, 1)",2,2,4,2,3,2
1121102,Cn Dn E# Fn Gn Ab B#,Dn Cn B# E# Fn Gn Ab,0255780,01368,5-29,"(1, 1, 2, 1, 1, 0, 2)",1,2,2,1,3,1
1121110,Cn Dn E# Fn Gn An Bb,Dn Cn Bb E# Fn Gn An,025579A,024579,6-32,"(1, 1, 2, 1, 1, 1, 0)",1,4,3,2,5,0
1121111,Cn Dn E# Fn Gn An Bn,Dn Cn Bn E# Fn Gn An,025579B,023579,6-33,"(1, 1, 2, 1, 1, 1, 1)",1,4,3,2,4,1
1121112,Cn Dn E# Fn Gn An B#,Dn Cn B# E# Fn Gn An,0255790,02479,5-35,"(1, 1, 2, 1, 1, 1, 2)",0,3,2,1,4,0
1121120,Cn Dn E# Fn Gn A# Bb,Dn Cn Bb E# Fn Gn A#,02557AA,02479,5-35,"(1, 1, 2, 1, 1, 2, 0)",0,3,2,1,4,0
1121121,Cn Dn E# Fn Gn A# Bn,Dn Cn Bn E# Fn Gn A#,02557AB,012479,6-47,"(1, 1, 2, 1, 1, 2, 1)",2,3,3,2,4,1
1121122,Cn Dn E# Fn Gn A# B#,Dn Cn B# E# Fn Gn A#,02557A0,02479,5-35,"(1, 1, 2, 1, 1, 2, 2)",0,3,2,1,4,0
1121200,Cn Dn E# Fn G# Ab Bb,Dn Cn Bb E# Fn G# Ab,025588A,02469,5-34,"(1, 1, 2, 1, 2, 0, 0)",0,3,2,2,2,1
1121201,Cn Dn E# Fn G# Ab Bn,Dn Cn Bn E# Fn G# Ab,025588B,01369,5-31,"(1, 1, 2, 1, 2, 0, 1)",1,1,4,1,1,2
1121202,Cn Dn E# Fn G# Ab B#,Dn Cn B# E# Fn G# Ab,0255880,0258,4-27,"(1, 1, 2, 1, 2, 0, 2)",0,1,2,1,1,1
1121210,Cn Dn E# Fn G# An Bb,Dn Cn Bb E# Fn G# An,025589A,012469,6-46,"(1, 1, 2, 1, 2, 1, 0)",2,3,3,3,3,1
1121211,Cn Dn E# Fn G# An Bn,Dn Cn Bn E# Fn G# An,025589B,013469,6-27,"(1, 1, 2, 1, 2, 1, 1)",2,2,5,2,2,2
1121212,Cn Dn E# Fn G# An B#,Dn Cn B# E# Fn G# An,0255890,01469,5-32,"(1, 1, 2, 1, 2, 1, 2)",1,1,3,2,2,1
1121220,Cn Dn E# Fn G# A# Bb,Dn Cn Bb E# Fn G# A#,02558AA,02469,5-34,"(1, 1, 2, 1, 2, 2, 0)",0,3,2,2,2,1
1121221,Cn Dn E# Fn G# A# Bn,Dn Cn Bn E# Fn G# A#,02558AB,023469,6-45,"(1, 1, 2, 1, 2, 2, 1)",2,3,4,2,2,2
1121222,Cn Dn E# Fn G# A# B#,Dn Cn B# E# Fn G# A#,02558A0,02469,5-34,"(1, 1, 2, 1, 2, 2, 2)",0,3,2,2,2,1
1122000,Cn Dn E# F# Gb Ab Bb,Dn Cn Bb E# F# Gb Ab,025668A,013579,6-34,"(1, 1, 2, 2, 0, 0, 0)",1,4,2,4,2,2
1122001,Cn Dn E# F# Gb Ab Bn,Dn Cn Bn E# F# Gb Ab,025668B,013679,6-30,"(1, 1, 2, 2, 0, 0, 1)",2,2,4,2,2,3
1122002,Cn Dn E# F# Gb Ab B#,Dn Cn B# E# F# Gb Ab,0256680,02368,5-28,"(1, 1, 2, 2, 0, 0, 2)",1,2,2,2,1,2
1122010,Cn Dn E# F# Gb An Bb,Dn Cn Bb E# F# Gb An,025669A,014579,6-31,"(1, 1, 2, 2, 0, 1, 0)",2,2,3,4,3,1
1122011,Cn Dn E# F# Gb An Bn,Dn Cn Bn E# F# Gb An,025669B,014679,6-50,"(1, 1, 2, 2, 0, 1, 1)",2,2,4,2,3,2
1122012,Cn Dn E# F# Gb An B#,Dn Cn B# E# F# Gb An,0256690,01469,5-32,"(1, 1, 2, 2, 0, 1, 2)",1,1,3,2,2,1
1122020,Cn Dn E# F# Gb A# Bb,Dn Cn Bb E# F# Gb A#,02566AA,01468,5-30,"(1, 1, 2, 2, 0, 2, 0)",1,2,1,3,2,1
1122021,Cn Dn E# F# Gb A# Bn,Dn Cn Bn E# F# Gb A#,02566AB,012478,6-17,"(1, 1, 2, 2, 0, 2, 1)",3,2,2,3,3,2
1122022,Cn Dn E# F# Gb A# B#,Dn Cn B# E# F# Gb A#,02566A0,01468,5-30,"(1, 1, 2, 2, 0, 2, 2)",1,2,1,3,2,1
1122100,Cn Dn E# F# Gn Ab Bb,Dn Cn Bb E# F# Gn Ab,025678A,0123579,7-24,"(1, 1, 2, 2, 1, 0, 0)",3,5,3,4,4,2
1122101,Cn Dn E# F# Gn Ab Bn,Dn Cn Bn E# F# Gn Ab,025678B,0123679,7-19,"(1, 1, 2, 2, 1, 0, 1)",4,3,4,3,4,3
1122102,Cn Dn E# F# Gn Ab B#,Dn Cn B# E# F# Gn Ab,0256780,012368,6-41,"(1, 1, 2, 2, 1, 0, 2)",3,3,2,2,3,2
1122110,Cn Dn E# F# Gn An Bb,Dn Cn Bb E# F# Gn An,025679A,0124579,7-27,"(1, 1, 2, 2, 1, 1, 0)",3,4,4,4,5,1
1122111,Cn Dn E# F# Gn An Bn,Dn Cn Bn E# F# Gn An,025679B,0124679,7-29,"(1, 1, 2, 2, 1, 1, 1)",3,4,4,3,5,2
1122112,Cn Dn E# F# Gn An B#,Dn Cn B# E# F# Gn An,0256790,012479,6-47,"(1, 1, 2, 2, 1, 1, 2)",2,3,3,2,4,1
1122120,Cn Dn E# F# Gn A# Bb,Dn Cn Bb E# F# Gn A#,02567AA,012579,6-48,"(1, 1, 2, 2, 1, 2, 0)",2,3,2,3,4,1
1122121,Cn Dn E# F# Gn A# Bn,Dn Cn Bn E# F# Gn A#,02567AB,0125679,7-20,"(1, 1, 2, 2, 1, 2, 1)",4,3,3,4,5,2
1122122,Cn Dn E# F# Gn A# B#,Dn Cn B# E# F# Gn A#,02567A0,012579,6-48,"(1, 1, 2, 2, 1, 2, 2)",2,3,2,3,4,1
1122200,Cn Dn E# F# G# Ab Bb,Dn Cn Bb E# F# G# Ab,025688A,013579,6-34,"(1, 1, 2, 2, 2, 0, 0)",1,4,2,4,2,2
1122201,Cn Dn E# F# G# Ab Bn,Dn Cn Bn E# F# G# Ab,025688B,013679,6-30,"(1, 1, 2, 2, 2, 0, 1)",2,2,4,2,2,3
1122202,Cn Dn E# F# G# Ab B#,Dn Cn B# E# F# G# Ab,0256880,02368,5-28,"(1, 1, 2, 2, 2, 0, 2)",1,2,2,2,1,2
1122210,Cn Dn E# F# G# An Bb,Dn Cn Bb E# F# G# An,025689A,0134579,7-26,"(1, 1, 2, 2, 2, 1, 0)",3,4,4,5,3,2
1122211,Cn Dn E# F# G# An Bn,Dn Cn Bn E# F# G# An,025689B,0134679,7-31,"(1, 1, 2, 2, 2, 1, 1)",3,3,6,3,3,3
1122212,Cn Dn E# F# G# An B#,Dn Cn B# E# F# G# An,0256890,013479,6-49,"(1, 1, 2, 2, 2, 1, 2)",2,2,4,3,2,2
1122220,Cn Dn E# F# G# A# Bb,Dn Cn Bb E# F# G# A#,02568AA,013579,6-34,"(1, 1, 2, 2, 2, 2, 0)",1,4,2,4,2,2
1122221,Cn Dn E# F# G# A# Bn,Dn Cn Bn E# F# G# A#,02568AB,0135679,7-28,"(1, 1, 2, 2, 2, 2, 1)",3,4,4,4,3,3
1122222,Cn Dn E# F# G# A# B#,Dn Cn B# E# F# G# A#,02568A0,013579,6-34,"(1, 1, 2, 2, 2, 2, 2)",1,4,2,4,2,2
1200000,Cn D# Eb Fb Gb Ab Bb,D# Cn Bb Eb Fb Gb Ab,033468A,013579,6-34,"(1, 2, 0, 0, 0, 0, 0)",1,4,2,4,2,2
1200001,Cn D# Eb Fb Gb Ab Bn,D# Cn Bn Eb Fb Gb Ab,033468B,014579,6-31,"(1, 2, 0, 0, 0, 0, 1)",2,2,3,4,3,1
1200002,Cn D# Eb Fb Gb Ab B#,D# Cn B# Eb Fb Gb Ab,0334680,02458,5-26,"(1, 2, 0, 0, 0, 0, 2)",1,2,2,3,1,1
1200010,Cn D# Eb Fb Gb An Bb,D# Cn Bb Eb Fb Gb An,033469A,013679,6-30,"(1, 2, 0, 0, 0, 1, 0)",2,2,4,2,2,3
1200011,Cn D# Eb Fb Gb An Bn,D# Cn Bn Eb Fb Gb An,033469B,023679,6-Z29,"(1, 2, 0, 0, 0, 1, 1)",2,2,4,2,3,2
1200012,Cn D# Eb Fb Gb An B#,D# Cn B# Eb Fb Gb An,0334690,01369,5-31,"(1, 2, 0, 0, 0, 1, 2)",1,1,4,1,1,2
1200020,Cn D# Eb Fb Gb A# Bb,D# Cn Bb Eb Fb Gb A#,03346AA,02368,5-28,"(1, 2, 0, 0, 0, 2, 0)",1,2,2,2,1,2
1200021,Cn D# Eb Fb Gb A# Bn,D# Cn Bn Eb Fb Gb A#,03346AB,012568,6-43,"(1, 2, 0, 0, 0, 2, 1)",3,2,2,3,3,2
1200022,Cn D# Eb Fb Gb A# B#,D# Cn B# Eb Fb Gb A#,03346A0,02368,5-28,"(1, 2, 0, 0, 0, 2, 2)",1,2,2,2,1,2
1200100,Cn D# Eb Fb Gn Ab Bb,D# Cn Bb Eb Fb Gn Ab,033478A,014579,6-31,"(1, 2, 0, 0, 1, 0, 0)",2,2,3,4,3,1
1200101,Cn D# Eb Fb Gn Ab Bn,D# Cn Bn Eb Fb Gn Ab,033478B,014589,6-20,"(1, 2, 0, 0, 1, 0, 1)",3,0,3,6,3,0
1200102,Cn D# Eb Fb Gn Ab B#,D# Cn B# Eb Fb Gn Ab,0334780,01458,5-21,"(1, 2, 0, 0, 1, 0, 2)",2,0,2,4,2,0
1200110,Cn D# Eb Fb Gn An Bb,D# Cn Bb Eb Fb Gn An,033479A,014679,6-50,"(1, 2, 0, 0, 1, 1, 0)",2,2,4,2,3,2
1200111,Cn D# Eb Fb Gn An Bn,D# Cn Bn Eb Fb Gn An,033479B,014579,6-31,"(1, 2, 0, 0, 1, 1, 1)",2,2,3,4,3,1
1200112,Cn D# Eb Fb Gn An B#,D# Cn B# Eb Fb Gn An,0334790,01469,5-32,"(1, 2, 0, 0, 1, 1, 2)",1,1,3,2,2,1
1200120,Cn D# Eb Fb Gn A# Bb,D# Cn Bb Eb Fb Gn A#,03347AA,01469,5-32,"(1, 2, 0, 0, 1, 2, 0)",1,1,3,2,2,1
1200121,Cn D# Eb Fb Gn A# Bn,D# Cn Bn Eb Fb Gn A#,03347AB,012569,6-44,"(1, 2, 0, 0, 1, 2, 1)",3,1,3,4,3,1
1200122,Cn D# Eb Fb Gn A# B#,D# Cn B# Eb Fb Gn A#,03347A0,01469,5-32,"(1, 2, 0, 0, 1, 2, 2)",1,1,3,2,2,1
1200200,Cn D# Eb Fb G# Ab Bb,D# Cn Bb Eb Fb G# Ab,033488A,01468,5-30,"(1, 2, 0, 0, 2, 0, 0)",1,2,1,3,2,1
1200201,Cn D# Eb Fb G# Ab Bn,D# Cn Bn Eb Fb G# Ab,033488B,01458,5-21,"(1, 2, 0, 0, 2, 0, 1)",2,0,2,4,2,0
1200202,Cn D# Eb Fb G# Ab B#,D# Cn B# Eb Fb G# Ab,0334880,0148,4-19,"(1, 2, 0, 0, 2, 0, 2)",1,0,1,3,1,0
1200210,Cn D# Eb Fb G# An Bb,D# Cn Bb Eb Fb G# An,033489A,012478,6-17,"(1, 2, 0, 0, 2, 1, 0)",3,2,2,3,3,2
1200211,Cn D# Eb Fb G# An Bn,D# Cn Bn Eb Fb G# An,033489B,013478,6-19,"(1, 2, 0, 0, 2, 1, 1)",3,1,3,4,3,1
1200212,Cn D# Eb Fb G# An B#,D# Cn B# Eb Fb G# An,0334890,01478,5-22,"(1, 2, 0, 0, 2, 1, 2)",2,0,2,3,2,1
1200220,Cn D# Eb Fb G# A# Bb,D# Cn Bb Eb Fb G# A#,03348AA,01468,5-30,"(1, 2, 0, 0, 2, 2, 0)",1,2,1,3,2,1
1200221,Cn D# Eb Fb G# A# Bn,D# Cn Bn Eb Fb G# A#,03348AB,014568,6-16,"(1, 2, 0, 0, 2, 2, 1)",3,2,2,4,3,1
1200222,Cn D# Eb Fb G# A# B#,D# Cn B# Eb Fb G# A#,03348A0,01468,5-30,"(1, 2, 0, 0, 2, 2, 2)",1,2,1,3,2,1
1201000,Cn D# Eb Fn Gb Ab Bb,D# Cn Bb Eb Fn Gb Ab,033568A,023579,6-33,"(1, 2, 0, 1, 0, 0, 0)",1,4,3,2,4,1
1201001,Cn D# Eb Fn Gb Ab Bn,D# Cn Bn Eb Fn Gb Ab,033568B,014679,6-50,"(1, 2, 0, 1, 0, 0, 1)",2,2,4,2,3,2
1201002,Cn D# Eb Fn Gb Ab B#,D# Cn B# Eb Fn Gb Ab,0335680,02358,5-25,"(1, 2, 0, 1, 0, 0, 2)",1,2,3,1,2,1
1201010,Cn D# Eb Fn Gb An Bb,D# Cn Bb Eb Fn Gb An,033569A,023679,6-Z29,"(1, 2, 0, 1, 0, 1, 0)",2,2,4,2,3,2
1201011,Cn D# Eb Fn Gb An Bn,D# Cn Bn Eb Fn Gb An,033569B,013679,6-30,"(1, 2, 0, 1, 0, 1, 1)",2,2,4,2,2,3
1201012,Cn D# Eb Fn Gb An B#,D# Cn B# Eb Fn Gb An,0335690,01369,5-31,"(1, 2, 0, 1, 0, 1, 2)",1,1,4,1,1,2
1201020,Cn D# Eb Fn Gb A# Bb,D# Cn Bb Eb Fn Gb A#,03356AA,01368,5-29,"(1, 2, 0, 1, 0, 2, 0)",1,2,2,1,3,1
1201021,Cn D# Eb Fn Gb A# Bn,D# Cn Bn Eb Fn Gb A#,03356AB,012578,6-18,"(1, 2, 0, 1, 0, 2, 1)",3,2,2,2,4,2
1201022,Cn D# Eb Fn Gb A# B#,D# Cn B# Eb Fn Gb A#,03356A0,01368,5-29,"(1, 2, 0, 1, 0, 2, 2)",1,2,2,1,3,1
1201100,Cn D# Eb Fn Gn Ab Bb,D# Cn Bb Eb Fn Gn Ab,033578A,024579,6-32,"(1, 2, 0, 1, 1, 0, 0)",1,4,3,2,5,0
1201101,Cn D# Eb Fn Gn Ab Bn,D# Cn Bn Eb Fn Gn Ab,033578B,014579,6-31,"(1, 2, 0, 1, 1, 0, 1)",2,2,3,4,3,1
1201102,Cn D# Eb Fn Gn Ab B#,D# Cn B# Eb Fn Gn Ab,0335780,01358,5-27,"(1, 2, 0, 1, 1, 0, 2)",1,2,2,2,3,0
1201110,Cn D# Eb Fn Gn An Bb,D# Cn Bb Eb Fn Gn An,033579A,023579,6-33,"(1, 2, 0, 1, 1, 1, 0)",1,4,3,2,4,1
1201111,Cn D# Eb Fn Gn An Bn,D# Cn Bn Eb Fn Gn An,033579B,013579,6-34,"(1, 2, 0, 1, 1, 1, 1)",1,4,2,4,2,2
1201112,Cn D# Eb Fn Gn An B#,D# Cn B# Eb Fn Gn An,0335790,02469,5-34,"(1, 2, 0, 1, 1, 1, 2)",0,3,2,2,2,1
1201120,Cn D# Eb Fn Gn A# Bb,D# Cn Bb Eb Fn Gn A#,03357AA,02479,5-35,"(1, 2, 0, 1, 1, 2, 0)",0,3,2,1,4,0
1201121,Cn D# Eb Fn Gn A# Bn,D# Cn Bn Eb Fn Gn A#,03357AB,012579,6-48,"(1, 2, 0, 1, 1, 2, 1)",2,3,2,3,4,1
1201122,Cn D# Eb Fn Gn A# B#,D# Cn B# Eb Fn Gn A#,03357A0,02479,5-35,"(1, 2, 0, 1, 1, 2, 2)",0,3,2,1,4,0
1201200,Cn D# Eb Fn G# Ab Bb,D# Cn Bb Eb Fn G# Ab,033588A,02479,5-35,"(1, 2, 0, 1, 2, 0, 0)",0,3,2,1,4,0
1201201,Cn D# Eb Fn G# Ab Bn,D# Cn Bn Eb Fn G# Ab,033588B,01469,5-32,"(1, 2, 0, 1, 2, 0, 1)",1,1,3,2,2,1
1201202,Cn D# Eb Fn G# Ab B#,D# Cn B# Eb Fn G# Ab,0335880,0358,4-26,"(1, 2, 0, 1, 2, 0, 2)",0,1,2,1,2,0
1201210,Cn D# Eb Fn G# An Bb,D# Cn Bb Eb Fn G# An,033589A,012479,6-47,"(1, 2, 0, 1, 2, 1, 0)",2,3,3,2,4,1
1201211,Cn D# Eb Fn G# An Bn,D# Cn Bn Eb Fn G# An,033589B,013479,6-49,"(1, 2, 0, 1, 2, 1, 1)",2,2,4,3,2,2
1201212,Cn D# Eb Fn G# An B#,D# Cn B# Eb Fn G# An,0335890,01469,5-32,"(1, 2, 0, 1, 2, 1, 2)",1,1,3,2,2,1
1201220,Cn D# Eb Fn G# A# Bb,D# Cn Bb Eb Fn G# A#,03358AA,02479,5-35,"(1, 2, 0, 1, 2, 2, 0)",0,3,2,1,4,0
1201221,Cn D# Eb Fn G# A# Bn,D# Cn Bn Eb Fn G# A#,03358AB,012479,6-47,"(1, 2, 0, 1, 2, 2, 1)",2,3,3,2,4,1
1201222,Cn D# Eb Fn G# A# B#,D# Cn B# Eb Fn G# A#,03358A0,02479,5-35,"(1, 2, 0, 1, 2, 2, 2)",0,3,2,1,4,0
1202000,Cn D# Eb F# Gb Ab Bb,D# Cn Bb Eb F# Gb Ab,033668A,02469,5-34,"(1, 2, 0, 2, 0, 0, 0)",0,3,2,2,2,1
1202001,Cn D# Eb F# Gb Ab Bn,D# Cn Bn Eb F# Gb Ab,033668B,01469,5-32,"(1, 2, 0, 2, 0, 0, 1)",1,1,3,2,2,1
1202002,Cn D# Eb F# Gb Ab B#,D# Cn B# Eb F# Gb Ab,0336680,0258,4-27,"(1, 2, 0, 2, 0, 0, 2)",0,1,2,1,1,1
1202010,Cn D# Eb F# Gb An Bb,D# Cn Bb Eb F# Gb An,033669A,01369,5-31,"(1, 2, 0, 2, 0, 1, 0)",1,1,4,1,1,2
1202011,Cn D# Eb F# Gb An Bn,D# Cn Bn Eb F# Gb An,033669B,01369,5-31,"(1, 2, 0, 2, 0, 1, 1)",1,1,4,1,1,2
1202012,Cn D# Eb F# Gb An B#,D# Cn B# Eb F# Gb An,0336690,0369,4-28,"(1, 2, 0, 2, 0, 1, 2)",0,0,4,0,0,2
1202020,Cn D# Eb F# Gb A# Bb,D# Cn Bb Eb F# Gb A#,03366AA,0258,4-27,"(1, 2, 0, 2, 0, 2, 0)",0,1,2,1,1,1
1202021,Cn D# Eb F# Gb A# Bn,D# Cn Bn Eb F# Gb A#,03366AB,01258,5-38,"(1, 2, 0, 2, 0, 2, 1)",2,1,2,2,2,1
1202022,Cn D# Eb F# Gb A# B#,D# Cn B# Eb F# Gb A#,03366A0,0258,4-27,"(1, 2, 0, 2, 0, 2, 2)",0,1,2,1,1,1
1202100,Cn D# Eb F# Gn Ab Bb,D# Cn Bb Eb F# Gn Ab,033678A,012469,6-46,"(1, 2, 0, 2, 1, 0, 0)",2,3,3,3,3,1
1202101,Cn D# Eb F# Gn Ab Bn,D# Cn Bn Eb F# Gn Ab,033678B,012569,6-44,"(1, 2, 0, 2, 1, 0, 1)",3,1,3,4,3,1
1202102,Cn D# Eb F# Gn Ab B#,D# Cn B# Eb F# Gn Ab,0336780,01258,5-38,"(1, 2, 0, 2, 1, 0, 2)",2,1,2,2,2,1
1202110,Cn D# Eb F# Gn An Bb,D# Cn Bb Eb F# Gn An,033679A,013469,6-27,"(1, 2, 0, 2, 1, 1, 0)",2,2,5,2,2,2
1202111,Cn D# Eb F# Gn An Bn,D# Cn Bn Eb F# Gn An,033679B,013569,6-28,"(1, 2, 0, 2, 1, 1, 1)",2,2,4,3,2,2
1202112,Cn D# Eb F# Gn An B#,D# Cn B# Eb F# Gn An,0336790,01369,5-31,"(1, 2, 0, 2, 1, 1, 2)",1,1,4,1,1,2
1202120,Cn D# Eb F# Gn A# Bb,D# Cn Bb Eb F# Gn A#,03367AA,01469,5-32,"(1, 2, 0, 2, 1, 2, 0)",1,1,3,2,2,1
1202121,Cn D# Eb F# Gn A# Bn,D# Cn Bn Eb F# Gn A#,03367AB,012569,6-44,"(1, 2, 0, 2, 1, 2, 1)",3,1,3,4,3,1
1202122,Cn D# Eb F# Gn A# B#,D# Cn B# Eb F# Gn A#,03367A0,01469,5-32,"(1, 2, 0, 2, 1, 2, 2)",1,1,3,2,2,1
1202200,Cn D# Eb F# G# Ab Bb,D# Cn Bb Eb F# G# Ab,033688A,02469,5-34,"(1, 2, 0, 2, 2, 0, 0)",0,3,2,2,2,1
1202201,Cn D# Eb F# G# Ab Bn,D# Cn Bn Eb F# G# Ab,033688B,01469,5-32,"(1, 2, 0, 2, 2, 0, 1)",1,1,3,2,2,1
1202202,Cn D# Eb F# G# Ab B#,D# Cn B# Eb F# G# Ab,0336880,0258,4-27,"(1, 2, 0, 2, 2, 0, 2)",0,1,2,1,1,1
1202210,Cn D# Eb F# G# An Bb,D# Cn Bb Eb F# G# An,033689A,023469,6-45,"(1, 2, 0, 2, 2, 1, 0)",2,3,4,2,2,2
1202211,Cn D# Eb F# G# An Bn,D# Cn Bn Eb F# G# An,033689B,013469,6-27,"(1, 2, 0, 2, 2, 1, 1)",2,2,5,2,2,2
1202212,Cn D# Eb F# G# An B#,D# Cn B# Eb F# G# An,0336890,01369,5-31,"(1, 2, 0, 2, 2, 1, 2)",1,1,4,1,1,2
1202220,Cn D# Eb F# G# A# Bb,D# Cn Bb Eb F# G# A#,03368AA,02469,5-34,"(1, 2, 0, 2, 2, 2, 0)",0,3,2,2,2,1
1202221,Cn D# Eb F# G# A# Bn,D# Cn Bn Eb F# G# A#,03368AB,012469,6-46,"(1, 2, 0, 2, 2, 2, 1)",2,3,3,3,3,1
1202222,Cn D# Eb F# G# A# B#,D# Cn B# Eb F# G# A#,03368A0,02469,5-34,"(1, 2, 0, 2, 2, 2, 2)",0,3,2,2,2,1
1210000,Cn D# En Fb Gb Ab Bb,D# Cn Bb En Fb Gb Ab,034468A,013579,6-34,"(1, 2, 1, 0, 0, 0, 0)",1,4,2,4,2,2
1210001,Cn D# En Fb Gb Ab Bn,D# Cn Bn En Fb Gb Ab,034468B,014579,6-31,"(1, 2, 1, 0, 0, 0, 1)",2,2,3,4,3,1
1210002,Cn D# En Fb Gb Ab B#,D# Cn B# En Fb Gb Ab,0344680,02458,5-26,"(1, 2, 1, 0, 0, 0, 2)",1,2,2,3,1,1
1210010,Cn D# En Fb Gb An Bb,D# Cn Bb En Fb Gb An,034469A,013679,6-30,"(1, 2, 1, 0, 0, 1, 0)",2,2,4,2,2,3
1210011,Cn D# En Fb Gb An Bn,D# Cn Bn En Fb Gb An,034469B,023679,6-Z29,"(1, 2, 1, 0, 0, 1, 1)",2,2,4,2,3,2
1210012,Cn D# En Fb Gb An B#,D# Cn B# En Fb Gb An,0344690,01369,5-31,"(1, 2, 1, 0, 0, 1, 2)",1,1,4,1,1,2
1210020,Cn D# En Fb Gb A# Bb,D# Cn Bb En Fb Gb A#,03446AA,02368,5-28,"(1, 2, 1, 0, 0, 2, 0)",1,2,2,2,1,2
1210021,Cn D# En Fb Gb A# Bn,D# Cn Bn En Fb Gb A#,03446AB,012568,6-43,"(1, 2, 1, 0, 0, 2, 1)",3,2,2,3,3,2
1210022,Cn D# En Fb Gb A# B#,D# Cn B# En Fb Gb A#,03446A0,02368,5-28,"(1, 2, 1, 0, 0, 2, 2)",1,2,2,2,1,2
1210100,Cn D# En Fb Gn Ab Bb,D# Cn Bb En Fb Gn Ab,034478A,014579,6-31,"(1, 2, 1, 0, 1, 0, 0)",2,2,3,4,3,1
1210101,Cn D# En Fb Gn Ab Bn,D# Cn Bn En Fb Gn Ab,034478B,014589,6-20,"(1, 2, 1, 0, 1, 0, 1)",3,0,3,6,3,0
1210102,Cn D# En Fb Gn Ab B#,D# Cn B# En Fb Gn Ab,0344780,01458,5-21,"(1, 2, 1, 0, 1, 0, 2)",2,0,2,4,2,0
1210110,Cn D# En Fb Gn An Bb,D# Cn Bb En Fb Gn An,034479A,014679,6-50,"(1, 2, 1, 0, 1, 1, 0)",2,2,4,2,3,2
1210111,Cn D# En Fb Gn An Bn,D# Cn Bn En Fb Gn An,034479B,014579,6-31,"(1, 2, 1, 0, 1, 1, 1)",2,2,3,4,3,1
1210112,Cn D# En Fb Gn An B#,D# Cn B# En Fb Gn An,0344790,01469,5-32,"(1, 2, 1, 0, 1, 1, 2)",1,1,3,2,2,1
1210120,Cn D# En Fb Gn A# Bb,D# Cn Bb En Fb Gn A#,03447AA,01469,5-32,"(1, 2, 1, 0, 1, 2, 0)",1,1,3,2,2,1
1210121,Cn D# En Fb Gn A# Bn,D# Cn Bn En Fb Gn A#,03447AB,012569,6-44,"(1, 2, 1, 0, 1, 2, 1)",3,1,3,4,3,1
1210122,Cn D# En Fb Gn A# B#,D# Cn B# En Fb Gn A#,03447A0,01469,5-32,"(1, 2, 1, 0, 1, 2, 2)",1,1,3,2,2,1
1210200,Cn D# En Fb G# Ab Bb,D# Cn Bb En Fb G# Ab,034488A,01468,5-30,"(1, 2, 1, 0, 2, 0, 0)",1,2,1,3,2,1
1210201,Cn D# En Fb G# Ab Bn,D# Cn Bn En Fb G# Ab,034488B,01458,5-21,"(1, 2, 1, 0, 2, 0, 1)",2,0,2,4,2,0
1210202,Cn D# En Fb G# Ab B#,D# Cn B# En Fb G# Ab,0344880,0148,4-19,"(1, 2, 1, 0, 2, 0, 2)",1,0,1,3,1,0
1210210,Cn D# En Fb G# An Bb,D# Cn Bb En Fb G# An,034489A,012478,6-17,"(1, 2, 1, 0, 2, 1, 0)",3,2,2,3,3,2
