Index,Notes (scalar),Notes (radial),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
1000100,Cn Db Eb Fb Gn Ab Bb,Db Cn Bb Eb Fb Gn Ab,013478A,0134689,7-32,"(1, 0, 0, 0, 1, 0, 0)",3,3,5,4,4,2
1000101,Cn Db Eb Fb Gn Ab Bn,Db Cn Bn Eb Fb Gn Ab,013478B,0124589,7-21,"(1, 0, 0, 0, 1, 0, 1)",4,2,4,6,4,1
1000102,Cn Db Eb Fb Gn Ab B#,Db Cn B# Eb Fb Gn Ab,0134780,013478,6-19,"(1, 0, 0, 0, 1, 0, 2)",3,1,3,4,3,1
1000110,Cn Db Eb Fb Gn An Bb,Db Cn Bb Eb Fb Gn An,013479A,0134679,7-31,"(1, 0, 0, 0, 1, 1, 0)",3,3,6,3,3,3
1000111,Cn Db Eb Fb Gn An Bn,Db Cn Bn Eb Fb Gn An,013479B,0134579,7-26,"(1, 0, 0, 0, 1, 1, 1)",3,4,4,5,3,2
1000112,Cn Db Eb Fb Gn An B#,Db Cn B# Eb Fb Gn An,0134790,013479,6-49,"(1, 0, 0, 0, 1, 1, 2)",2,2,4,3,2,2
1000120,Cn Db Eb Fb Gn A# Bb,Db Cn Bb Eb Fb Gn A#,01347AA,013469,6-27,"(1, 0, 0, 0, 1, 2, 0)",2,2,5,2,2,2
1000121,Cn Db Eb Fb Gn A# Bn,Db Cn Bn Eb Fb Gn A#,01347AB,0123569,7-16,"(1, 0, 0, 0, 1, 2, 1)",4,3,5,4,3,2
1000122,Cn Db Eb Fb Gn A# B#,Db Cn B# Eb Fb Gn A#,01347A0,013469,6-27,"(1, 0, 0, 0, 1, 2, 2)",2,2,5,2,2,2
1000200,Cn Db Eb Fb G# Ab Bb,Db Cn Bb Eb Fb G# Ab,013488A,013468,6-24,"(1, 0, 0, 0, 2, 0, 0)",2,3,3,3,3,1
1000201,Cn Db Eb Fb G# Ab Bn,Db Cn Bn Eb Fb G# Ab,013488B,013458,6-14,"(1, 0, 0, 0, 2, 0, 1)",3,2,3,4,3,0
1000202,Cn Db Eb Fb G# Ab B#,Db Cn B# Eb Fb G# Ab,0134880,01348,5-17,"(1, 0, 0, 0, 2, 0, 2)",2,1,2,3,2,0
1000210,Cn Db Eb Fb G# An Bb,Db Cn Bb Eb Fb G# An,013489A,0124578,7-38,"(1, 0, 0, 0, 2, 1, 0)",4,3,4,4,4,2
1000211,Cn Db Eb Fb G# An Bn,Db Cn Bn Eb Fb G# An,013489B,0134578,7-37,"(1, 0, 0, 0, 2, 1, 1)",4,3,4,5,4,1
1000212,Cn Db Eb Fb G# An B#,Db Cn B# Eb Fb G# An,0134890,013478,6-19,"(1, 0, 0, 0, 2, 1, 2)",3,1,3,4,3,1
1000220,Cn Db Eb Fb G# A# Bb,Db Cn Bb Eb Fb G# A#,01348AA,013468,6-24,"(1, 0, 0, 0, 2, 2, 0)",2,3,3,3,3,1
1000221,Cn Db Eb Fb G# A# Bn,Db Cn Bn Eb Fb G# A#,01348AB,0134568,7-11,"(1, 0, 0, 0, 2, 2, 1)",4,4,4,4,4,1
1000222,Cn Db Eb Fb G# A# B#,Db Cn B# Eb Fb G# A#,01348A0,013468,6-24,"(1, 0, 0, 0, 2, 2, 2)",2,3,3,3,3,1
1001000,Cn Db Eb Fn Gb Ab Bb,Db Cn Bb Eb Fn Gb Ab,013568A,013568A,7-35,"(1, 0, 0, 1, 0, 0, 0)",2,5,4,3,6,1
1001001,Cn Db Eb Fn Gb Ab Bn,Db Cn Bn Eb Fn Gb Ab,013568B,0124679,7-29,"(1, 0, 0, 1, 0, 0, 1)",3,4,4,3,5,2
1001002,Cn Db Eb Fn Gb Ab B#,Db Cn B# Eb Fn Gb Ab,0135680,013568,6-25,"(1, 0, 0, 1, 0, 0, 2)",2,3,3,2,4,1
1001010,Cn Db Eb Fn Gb An Bb,Db Cn Bb Eb Fn Gb An,013569A,0134689,7-32,"(1, 0, 0, 1, 0, 1, 0)",3,3,5,4,4,2
1001011,Cn Db Eb Fn Gb An Bn,Db Cn Bn Eb Fn Gb An,013569B,0135679,7-28,"(1, 0, 0, 1, 0, 1, 1)",3,4,4,4,3,3
1001012,Cn Db Eb Fn Gb An B#,Db Cn B# Eb Fn Gb An,0135690,013569,6-28,"(1, 0, 0, 1, 0, 1, 2)",2,2,4,3,2,2
1001020,Cn Db Eb Fn Gb A# Bb,Db Cn Bb Eb Fn Gb A#,01356AA,013568,6-25,"(1, 0, 0, 1, 0, 2, 0)",2,3,3,2,4,1
1001021,Cn Db Eb Fn Gb A# Bn,Db Cn Bn Eb Fn Gb A#,01356AB,0123578,7-14,"(1, 0, 0, 1, 0, 2, 1)",4,4,3,3,5,2
1001022,Cn Db Eb Fn Gb A# B#,Db Cn B# Eb Fn Gb A#,01356A0,013568,6-25,"(1, 0, 0, 1, 0, 2, 2)",2,3,3,2,4,1
1001100,Cn Db Eb Fn Gn Ab Bb,Db Cn Bb Eb Fn Gn Ab,013578A,013568A,7-35,"(1, 0, 0, 1, 1, 0, 0)",2,5,4,3,6,1
1001101,Cn Db Eb Fn Gn Ab Bn,Db Cn Bn Eb Fn Gn Ab,013578B,0124689,7-30,"(1, 0, 0, 1, 1, 0, 1)",3,4,3,5,4,2
1001102,Cn Db Eb Fn Gn Ab B#,Db Cn B# Eb Fn Gn Ab,0135780,013578,6-26,"(1, 0, 0, 1, 1, 0, 2)",2,3,2,3,4,1
1001110,Cn Db Eb Fn Gn An Bb,Db Cn Bb Eb Fn Gn An,013579A,013468A,7-34,"(1, 0, 0, 1, 1, 1, 0)",2,5,4,4,4,2
1001111,Cn Db Eb Fn Gn An Bn,Db Cn Bn Eb Fn Gn An,013579B,012468A,7-33,"(1, 0, 0, 1, 1, 1, 1)",2,6,2,6,2,3
1001112,Cn Db Eb Fn Gn An B#,Db Cn B# Eb Fn Gn An,0135790,013579,6-34,"(1, 0, 0, 1, 1, 1, 2)",1,4,2,4,2,2
1001120,Cn Db Eb Fn Gn A# Bb,Db Cn Bb Eb Fn Gn A#,01357AA,023579,6-33,"(1, 0, 0, 1, 1, 2, 0)",1,4,3,2,4,1
1001121,Cn Db Eb Fn Gn A# Bn,Db Cn Bn Eb Fn Gn A#,01357AB,0123579,7-24,"(1, 0, 0, 1, 1, 2, 1)",3,5,3,4,4,2
1001122,Cn Db Eb Fn Gn A# B#,Db Cn B# Eb Fn Gn A#,01357A0,023579,6-33,"(1, 0, 0, 1, 1, 2, 2)",1,4,3,2,4,1
1001200,Cn Db Eb Fn G# Ab Bb,Db Cn Bb Eb Fn G# Ab,013588A,024579,6-32,"(1, 0, 0, 1, 2, 0, 0)",1,4,3,2,5,0
1001201,Cn Db Eb Fn G# Ab Bn,Db Cn Bn Eb Fn G# Ab,013588B,012469,6-46,"(1, 0, 0, 1, 2, 0, 1)",2,3,3,3,3,1
1001202,Cn Db Eb Fn G# Ab B#,Db Cn B# Eb Fn G# Ab,0135880,01358,5-27,"(1, 0, 0, 1, 2, 0, 2)",1,2,2,2,3,0
1001210,Cn Db Eb Fn G# An Bb,Db Cn Bb Eb Fn G# An,013589A,0124579,7-27,"(1, 0, 0, 1, 2, 1, 0)",3,4,4,4,5,1
1001211,Cn Db Eb Fn G# An Bn,Db Cn Bn Eb Fn G# An,013589B,0134579,7-26,"(1, 0, 0, 1, 2, 1, 1)",3,4,4,5,3,2
1001212,Cn Db Eb Fn G# An B#,Db Cn B# Eb Fn G# An,0135890,014579,6-31,"(1, 0, 0, 1, 2, 1, 2)",2,2,3,4,3,1
1001220,Cn Db Eb Fn G# A# Bb,Db Cn Bb Eb Fn G# A#,01358AA,024579,6-32,"(1, 0, 0, 1, 2, 2, 0)",1,4,3,2,5,0
1001221,Cn Db Eb Fn G# A# Bn,Db Cn Bn Eb Fn G# A#,01358AB,0234579,7-23,"(1, 0, 0, 1, 2, 2, 1)",3,5,4,3,5,1
1001222,Cn Db Eb Fn G# A# B#,Db Cn B# Eb Fn G# A#,01358A0,024579,6-32,"(1, 0, 0, 1, 2, 2, 2)",1,4,3,2,5,0
1002000,Cn Db Eb F# Gb Ab Bb,Db Cn Bb Eb F# Gb Ab,013668A,023579,6-33,"(1, 0, 0, 2, 0, 0, 0)",1,4,3,2,4,1
1002001,Cn Db Eb F# Gb Ab Bn,Db Cn Bn Eb F# Gb Ab,013668B,012479,6-47,"(1, 0, 0, 2, 0, 0, 1)",2,3,3,2,4,1
1002002,Cn Db Eb F# Gb Ab B#,Db Cn B# Eb F# Gb Ab,0136680,01368,5-29,"(1, 0, 0, 2, 0, 0, 2)",1,2,2,1,3,1
1002010,Cn Db Eb F# Gb An Bb,Db Cn Bb Eb F# Gb An,013669A,013469,6-27,"(1, 0, 0, 2, 0, 1, 0)",2,2,5,2,2,2
1002011,Cn Db Eb F# Gb An Bn,Db Cn Bn Eb F# Gb An,013669B,023469,6-45,"(1, 0, 0, 2, 0, 1, 1)",2,3,4,2,2,2
1002012,Cn Db Eb F# Gb An B#,Db Cn B# Eb F# Gb An,0136690,01369,5-31,"(1, 0, 0, 2, 0, 1, 2)",1,1,4,1,1,2
1002020,Cn Db Eb F# Gb A# Bb,Db Cn Bb Eb F# Gb A#,01366AA,02358,5-25,"(1, 0, 0, 2, 0, 2, 0)",1,2,3,1,2,1
1002021,Cn Db Eb F# Gb A# Bn,Db Cn Bn Eb F# Gb A#,01366AB,012358,6-40,"(1, 0, 0, 2, 0, 2, 1)",3,3,3,2,3,1
1002022,Cn Db Eb F# Gb A# B#,Db Cn B# Eb F# Gb A#,01366A0,02358,5-25,"(1, 0, 0, 2, 0, 2, 2)",1,2,3,1,2,1
1002100,Cn Db Eb F# Gn Ab Bb,Db Cn Bb Eb F# Gn Ab,013678A,0124679,7-29,"(1, 0, 0, 2, 1, 0, 0)",3,4,4,3,5,2
1002101,Cn Db Eb F# Gn Ab Bn,Db Cn Bn Eb F# Gn Ab,013678B,0125679,7-20,"(1, 0, 0, 2, 1, 0, 1)",4,3,3,4,5,2
1002102,Cn Db Eb F# Gn Ab B#,Db Cn B# Eb F# Gn Ab,0136780,012578,6-18,"(1, 0, 0, 2, 1, 0, 2)",3,2,2,2,4,2
1002110,Cn Db Eb F# Gn An Bb,Db Cn Bb Eb F# Gn An,013679A,0134679,7-31,"(1, 0, 0, 2, 1, 1, 0)",3,3,6,3,3,3
1002111,Cn Db Eb F# Gn An Bn,Db Cn Bn Eb F# Gn An,013679B,0135679,7-28,"(1, 0, 0, 2, 1, 1, 1)",3,4,4,4,3,3
1002112,Cn Db Eb F# Gn An B#,Db Cn B# Eb F# Gn An,0136790,013679,6-30,"(1, 0, 0, 2, 1, 1, 2)",2,2,4,2,2,3
1002120,Cn Db Eb F# Gn A# Bb,Db Cn Bb Eb F# Gn A#,01367AA,014679,6-50,"(1, 0, 0, 2, 1, 2, 0)",2,2,4,2,3,2
1002121,Cn Db Eb F# Gn A# Bn,Db Cn Bn Eb F# Gn A#,01367AB,0123589,7-18,"(1, 0, 0, 2, 1, 2, 1)",4,3,4,4,4,2
1002122,Cn Db Eb F# Gn A# B#,Db Cn B# Eb F# Gn A#,01367A0,014679,6-50,"(1, 0, 0, 2, 1, 2, 2)",2,2,4,2,3,2
1002200,Cn Db Eb F# G# Ab Bb,Db Cn Bb Eb F# G# Ab,013688A,023579,6-33,"(1, 0, 0, 2, 2, 0, 0)",1,4,3,2,4,1
1002201,Cn Db Eb F# G# Ab Bn,Db Cn Bn Eb F# G# Ab,013688B,012479,6-47,"(1, 0, 0, 2, 2, 0, 1)",2,3,3,2,4,1
1002202,Cn Db Eb F# G# Ab B#,Db Cn B# Eb F# G# Ab,0136880,01368,5-29,"(1, 0, 0, 2, 2, 0, 2)",1,2,2,1,3,1
1002210,Cn Db Eb F# G# An Bb,Db Cn Bb Eb F# G# An,013689A,0234679,7-25,"(1, 0, 0, 2, 2, 1, 0)",3,4,5,3,4,2
1002211,Cn Db Eb F# G# An Bn,Db Cn Bn Eb F# G# An,013689B,0234679,7-25,"(1, 0, 0, 2, 2, 1, 1)",3,4,5,3,4,2
1002212,Cn Db Eb F# G# An B#,Db Cn B# Eb F# G# An,0136890,023679,6-Z29,"(1, 0, 0, 2, 2, 1, 2)",2,2,4,2,3,2
1002220,Cn Db Eb F# G# A# Bb,Db Cn Bb Eb F# G# A#,01368AA,023579,6-33,"(1, 0, 0, 2, 2, 2, 0)",1,4,3,2,4,1
1002221,Cn Db Eb F# G# A# Bn,Db Cn Bn Eb F# G# A#,01368AB,0234579,7-23,"(1, 0, 0, 2, 2, 2, 1)",3,5,4,3,5,1
1002222,Cn Db Eb F# G# A# B#,Db Cn B# Eb F# G# A#,01368A0,023579,6-33,"(1, 0, 0, 2, 2, 2, 2)",1,4,3,2,4,1
1010000,Cn Db En Fb Gb Ab Bb,Db Cn Bb En Fb Gb Ab,014468A,013579,6-34,"(1, 0, 1, 0, 0, 0, 0)",1,4,2,4,2,2
1010001,Cn Db En Fb Gb Ab Bn,Db Cn Bn En Fb Gb Ab,014468B,012579,6-48,"(1, 0, 1, 0, 0, 0, 1)",2,3,2,3,4,1
1010002,Cn Db En Fb Gb Ab B#,Db Cn B# En Fb Gb Ab,0144680,01468,5-30,"(1, 0, 1, 0, 0, 0, 2)",1,2,1,3,2,1
1010010,Cn Db En Fb Gb An Bb,Db Cn Bb En Fb Gb An,014469A,013479,6-49,"(1, 0, 1, 0, 0, 1, 0)",2,2,4,3,2,2
1010011,Cn Db En Fb Gb An Bn,Db Cn Bn En Fb Gb An,014469B,012479,6-47,"(1, 0, 1, 0, 0, 1, 1)",2,3,3,2,4,1
1010012,Cn Db En Fb Gb An B#,Db Cn B# En Fb Gb An,0144690,01469,5-32,"(1, 0, 1, 0, 0, 1, 2)",1,1,3,2,2,1
1010020,Cn Db En Fb Gb A# Bb,Db Cn Bb En Fb Gb A#,01446AA,02368,5-28,"(1, 0, 1, 0, 0, 2, 0)",1,2,2,2,1,2
1010021,Cn Db En Fb Gb A# Bn,Db Cn Bn En Fb Gb A#,01446AB,012368,6-41,"(1, 0, 1, 0, 0, 2, 1)",3,3,2,2,3,2
1010022,Cn Db En Fb Gb A# B#,Db Cn B# En Fb Gb A#,01446A0,02368,5-28,"(1, 0, 1, 0, 0, 2, 2)",1,2,2,2,1,2
1010100,Cn Db En Fb Gn Ab Bb,Db Cn Bb En Fb Gn Ab,014478A,013569,6-28,"(1, 0, 1, 0, 1, 0, 0)",2,2,4,3,2,2
1010101,Cn Db En Fb Gn Ab Bn,Db Cn Bn En Fb Gn Ab,014478B,012569,6-44,"(1, 0, 1, 0, 1, 0, 1)",3,1,3,4,3,1
1010102,Cn Db En Fb Gn Ab B#,Db Cn B# En Fb Gn Ab,0144780,01478,5-22,"(1, 0, 1, 0, 1, 0, 2)",2,0,2,3,2,1
1010110,Cn Db En Fb Gn An Bb,Db Cn Bb En Fb Gn An,014479A,013469,6-27,"(1, 0, 1, 0, 1, 1, 0)",2,2,5,2,2,2
1010111,Cn Db En Fb Gn An Bn,Db Cn Bn En Fb Gn An,014479B,012469,6-46,"(1, 0, 1, 0, 1, 1, 1)",2,3,3,3,3,1
1010112,Cn Db En Fb Gn An B#,Db Cn B# En Fb Gn An,0144790,01469,5-32,"(1, 0, 1, 0, 1, 1, 2)",1,1,3,2,2,1
1010120,Cn Db En Fb Gn A# Bb,Db Cn Bb En Fb Gn A#,01447AA,01369,5-31,"(1, 0, 1, 0, 1, 2, 0)",1,1,4,1,1,2
1010121,Cn Db En Fb Gn A# Bn,Db Cn Bn En Fb Gn A#,01447AB,012369,6-42,"(1, 0, 1, 0, 1, 2, 1)",3,2,4,2,2,2
1010122,Cn Db En Fb Gn A# B#,Db Cn B# En Fb Gn A#,01447A0,01369,5-31,"(1, 0, 1, 0, 1, 2, 2)",1,1,4,1,1,2
1010200,Cn Db En Fb G# Ab Bb,Db Cn Bb En Fb G# Ab,014488A,02458,5-26,"(1, 0, 1, 0, 2, 0, 0)",1,2,2,3,1,1
1010201,Cn Db En Fb G# Ab Bn,Db Cn Bn En Fb G# Ab,014488B,03458,5-37,"(1, 0, 1, 0, 2, 0, 1)",2,1,2,2,2,0
1010202,Cn Db En Fb G# Ab B#,Db Cn B# En Fb G# Ab,0144880,0148,4-19,"(1, 0, 1, 0, 2, 0, 2)",1,0,1,3,1,0
1010210,Cn Db En Fb G# An Bb,Db Cn Bb En Fb G# An,014489A,012458,6-15,"(1, 0, 1, 0, 2, 1, 0)",3,2,3,4,2,1
1010211,Cn Db En Fb G# An Bn,Db Cn Bn En Fb G# An,014489B,013458,6-14,"(1, 0, 1, 0, 2, 1, 1)",3,2,3,4,3,0
1010212,Cn Db En Fb G# An B#,Db Cn B# En Fb G# An,0144890,01458,5-21,"(1, 0, 1, 0, 2, 1, 2)",2,0,2,4,2,0
1010220,Cn Db En Fb G# A# Bb,Db Cn Bb En Fb G# A#,01448AA,02458,5-26,"(1, 0, 1, 0, 2, 2, 0)",1,2,2,3,1,1
1010221,Cn Db En Fb G# A# Bn,Db Cn Bn En Fb G# A#,01448AB,023458,6-39,"(1, 0, 1, 0, 2, 2, 1)",3,3,3,3,2,1
1010222,Cn Db En Fb G# A# B#,Db Cn B# En Fb G# A#,01448A0,02458,5-26,"(1, 0, 1, 0, 2, 2, 2)",1,2,2,3,1,1
1011000,Cn Db En Fn Gb Ab Bb,Db Cn Bb En Fn Gb Ab,014568A,0124689,7-30,"(1, 0, 1, 1, 0, 0, 0)",3,4,3,5,4,2
1011001,Cn Db En Fn Gb Ab Bn,Db Cn Bn En Fn Gb Ab,014568B,0125679,7-20,"(1, 0, 1, 1, 0, 0, 1)",4,3,3,4,5,2
1011002,Cn Db En Fn Gb Ab B#,Db Cn B# En Fn Gb Ab,0145680,014568,6-16,"(1, 0, 1, 1, 0, 0, 2)",3,2,2,4,3,1
1011010,Cn Db En Fn Gb An Bb,Db Cn Bb En Fn Gb An,014569A,0125689,7-22,"(1, 0, 1, 1, 0, 1, 0)",4,2,4,5,4,2
1011011,Cn Db En Fn Gb An Bn,Db Cn Bn En Fn Gb An,014569B,0125679,7-20,"(1, 0, 1, 1, 0, 1, 1)",4,3,3,4,5,2
1011012,Cn Db En Fn Gb An B#,Db Cn B# En Fn Gb An,0145690,012569,6-44,"(1, 0, 1, 1, 0, 1, 2)",3,1,3,4,3,1
1011020,Cn Db En Fn Gb A# Bb,Db Cn Bb En Fn Gb A#,01456AA,012568,6-43,"(1, 0, 1, 1, 0, 2, 0)",3,2,2,3,3,2
1011021,Cn Db En Fn Gb A# Bn,Db Cn Bn En Fn Gb A#,01456AB,0123678,7-7,"(1, 0, 1, 1, 0, 2, 1)",5,3,2,3,5,3
1011022,Cn Db En Fn Gb A# B#,Db Cn B# En Fn Gb A#,01456A0,012568,6-43,"(1, 0, 1, 1, 0, 2, 2)",3,2,2,3,3,2
1011100,Cn Db En Fn Gn Ab Bb,Db Cn Bb En Fn Gn Ab,014578A,0134689,7-32,"(1, 0, 1, 1, 1, 0, 0)",3,3,5,4,4,2
1011101,Cn Db En Fn Gn Ab Bn,Db Cn Bn En Fn Gn Ab,014578B,0125689,7-22,"(1, 0, 1, 1, 1, 0, 1)",4,2,4,5,4,2
1011102,Cn Db En Fn Gn Ab B#,Db Cn B# En Fn Gn Ab,0145780,013478,6-19,"(1, 0, 1, 1, 1, 0, 2)",3,1,3,4,3,1
1011110,Cn Db En Fn Gn An Bb,Db Cn Bb En Fn Gn An,014579A,0134689,7-32,"(1, 0, 1, 1, 1, 1, 0)",3,3,5,4,4,2
1011111,Cn Db En Fn Gn An Bn,Db Cn Bn En Fn Gn An,014579B,0124689,7-30,"(1, 0, 1, 1, 1, 1, 1)",3,4,3,5,4,2
1011112,Cn Db En Fn Gn An B#,Db Cn B# En Fn Gn An,0145790,014579,6-31,"(1, 0, 1, 1, 1, 1, 2)",2,2,3,4,3,1
1011120,Cn Db En Fn Gn A# Bb,Db Cn Bb En Fn Gn A#,01457AA,023679,6-Z29,"(1, 0, 1, 1, 1, 2, 0)",2,2,4,2,3,2
1011121,Cn Db En Fn Gn A# Bn,Db Cn Bn En Fn Gn A#,01457AB,0123679,7-19,"(1, 0, 1, 1, 1, 2, 1)",4,3,4,3,4,3
1011122,Cn Db En Fn Gn A# B#,Db Cn B# En Fn Gn A#,01457A0,023679,6-Z29,"(1, 0, 1, 1, 1, 2, 2)",2,2,4,2,3,2
1011200,Cn Db En Fn G# Ab Bb,Db Cn Bb En Fn G# Ab,014588A,014579,6-31,"(1, 0, 1, 1, 2, 0, 0)",2,2,3,4,3,1
1011201,Cn Db En Fn G# Ab Bn,Db Cn Bn En Fn G# Ab,014588B,012569,6-44,"(1, 0, 1, 1, 2, 0, 1)",3,1,3,4,3,1
1011202,Cn Db En Fn G# Ab B#,Db Cn B# En Fn G# Ab,0145880,01458,5-21,"(1, 0, 1, 1, 2, 0, 2)",2,0,2,4,2,0
1011210,Cn Db En Fn G# An Bb,Db Cn Bb En Fn G# An,014589A,0124589,7-21,"(1, 0, 1, 1, 2, 1, 0)",4,2,4,6,4,1
1011211,Cn Db En Fn G# An Bn,Db Cn Bn En Fn G# An,014589B,0124589,7-21,"(1, 0, 1, 1, 2, 1, 1)",4,2,4,6,4,1
1011212,Cn Db En Fn G# An B#,Db Cn B# En Fn G# An,0145890,014589,6-20,"(1, 0, 1, 1, 2, 1, 2)",3,0,3,6,3,0
1011220,Cn Db En Fn G# A# Bb,Db Cn Bb En Fn G# A#,01458AA,014579,6-31,"(1, 0, 1, 1, 2, 2, 0)",2,2,3,4,3,1
1011221,Cn Db En Fn G# A# Bn,Db Cn Bn En Fn G# A#,01458AB,0123589,7-18,"(1, 0, 1, 1, 2, 2, 1)",4,3,4,4,4,2
1011222,Cn Db En Fn G# A# B#,Db Cn B# En Fn G# A#,01458A0,014579,6-31,"(1, 0, 1, 1, 2, 2, 2)",2,2,3,4,3,1
1012000,Cn Db En F# Gb Ab Bb,Db Cn Bb En F# Gb Ab,014668A,013579,6-34,"(1, 0, 1, 2, 0, 0, 0)",1,4,2,4,2,2
1012001,Cn Db En F# Gb Ab Bn,Db Cn Bn En F# Gb Ab,014668B,012579,6-48,"(1, 0, 1, 2, 0, 0, 1)",2,3,2,3,4,1
1012002,Cn Db En F# Gb Ab B#,Db Cn B# En F# Gb Ab,0146680,01468,5-30,"(1, 0, 1, 2, 0, 0, 2)",1,2,1,3,2,1
1012010,Cn Db En F# Gb An Bb,Db Cn Bb En F# Gb An,014669A,013479,6-49,"(1, 0, 1, 2, 0, 1, 0)",2,2,4,3,2,2
1012011,Cn Db En F# Gb An Bn,Db Cn Bn En F# Gb An,014669B,012479,6-47,"(1, 0, 1, 2, 0, 1, 1)",2,3,3,2,4,1
1012012,Cn Db En F# Gb An B#,Db Cn B# En F# Gb An,0146690,01469,5-32,"(1, 0, 1, 2, 0, 1, 2)",1,1,3,2,2,1
1012020,Cn Db En F# Gb A# Bb,Db Cn Bb En F# Gb A#,01466AA,02368,5-28,"(1, 0, 1, 2, 0, 2, 0)",1,2,2,2,1,2
1012021,Cn Db En F# Gb A# Bn,Db Cn Bn En F# Gb A#,01466AB,012368,6-41,"(1, 0, 1, 2, 0, 2, 1)",3,3,2,2,3,2
1012022,Cn Db En F# Gb A# B#,Db Cn B# En F# Gb A#,01466A0,02368,5-28,"(1, 0, 1, 2, 0, 2, 2)",1,2,2,2,1,2
1012100,Cn Db En F# Gn Ab Bb,Db Cn Bb En F# Gn Ab,014678A,0135679,7-28,"(1, 0, 1, 2, 1, 0, 0)",3,4,4,4,3,3
1012101,Cn Db En F# Gn Ab Bn,Db Cn Bn En F# Gn Ab,014678B,0125679,7-20,"(1, 0, 1, 2, 1, 0, 1)",4,3,3,4,5,2
1012102,Cn Db En F# Gn Ab B#,Db Cn B# En F# Gn Ab,0146780,012478,6-17,"(1, 0, 1, 2, 1, 0, 2)",3,2,2,3,3,2
1012110,Cn Db En F# Gn An Bb,Db Cn Bb En F# Gn An,014679A,0134679,7-31,"(1, 0, 1, 2, 1, 1, 0)",3,3,6,3,3,3
1012111,Cn Db En F# Gn An Bn,Db Cn Bn En F# Gn An,014679B,0124679,7-29,"(1, 0, 1, 2, 1, 1, 1)",3,4,4,3,5,2
1012112,Cn Db En F# Gn An B#,Db Cn B# En F# Gn An,0146790,014679,6-50,"(1, 0, 1, 2, 1, 1, 2)",2,2,4,2,3,2
1012120,Cn Db En F# Gn A# Bb,Db Cn Bb En F# Gn A#,01467AA,013679,6-30,"(1, 0, 1, 2, 1, 2, 0)",2,2,4,2,2,3
1012121,Cn Db En F# Gn A# Bn,Db Cn Bn En F# Gn A#,01467AB,0123679,7-19,"(1, 0, 1, 2, 1, 2, 1)",4,3,4,3,4,3
1012122,Cn Db En F# Gn A# B#,Db Cn B# En F# Gn A#,01467A0,013679,6-30,"(1, 0, 1, 2, 1, 2, 2)",2,2,4,2,2,3
1012200,Cn Db En F# G# Ab Bb,Db Cn Bb En F# G# Ab,014688A,013579,6-34,"(1, 0, 1, 2, 2, 0, 0)",1,4,2,4,2,2
1012201,Cn Db En F# G# Ab Bn,Db Cn Bn En F# G# Ab,014688B,012579,6-48,"(1, 0, 1, 2, 2, 0, 1)",2,3,2,3,4,1
1012202,Cn Db En F# G# Ab B#,Db Cn B# En F# G# Ab,0146880,01468,5-30,"(1, 0, 1, 2, 2, 0, 2)",1,2,1,3,2,1
1012210,Cn Db En F# G# An Bb,Db Cn Bb En F# G# An,014689A,0134579,7-26,"(1, 0, 1, 2, 2, 1, 0)",3,4,4,5,3,2
1012211,Cn Db En F# G# An Bn,Db Cn Bn En F# G# An,014689B,0124579,7-27,"(1, 0, 1, 2, 2, 1, 1)",3,4,4,4,5,1
1012212,Cn Db En F# G# An B#,Db Cn B# En F# G# An,0146890,014579,6-31,"(1, 0, 1, 2, 2, 1, 2)",2,2,3,4,3,1
1012220,Cn Db En F# G# A# Bb,Db Cn Bb En F# G# A#,01468AA,013579,6-34,"(1, 0, 1, 2, 2, 2, 0)",1,4,2,4,2,2
1012221,Cn Db En F# G# A# Bn,Db Cn Bn En F# G# A#,01468AB,0123579,7-24,"(1, 0, 1, 2, 2, 2, 1)",3,5,3,4,4,2
1012222,Cn Db En F# G# A# B#,Db Cn B# En F# G# A#,01468A0,013579,6-34,"(1, 0, 1, 2, 2, 2, 2)",1,4,2,4,2,2
1020000,Cn Db E# Fb Gb Ab Bb,Db Cn Bb E# Fb Gb Ab,015468A,0124689,7-30,"(1, 0, 2, 0, 0, 0, 0)",3,4,3,5,4,2
1020001,Cn Db E# Fb Gb Ab Bn,Db Cn Bn E# Fb Gb Ab,015468B,0125679,7-20,"(1, 0, 2, 0, 0, 0, 1)",4,3,3,4,5,2
1020002,Cn Db E# Fb Gb Ab B#,Db Cn B# E# Fb Gb Ab,0154680,014568,6-16,"(1, 0, 2, 0, 0, 0, 2)",3,2,2,4,3,1
1020010,Cn Db E# Fb Gb An Bb,Db Cn Bb E# Fb Gb An,015469A,0125689,7-22,"(1, 0, 2, 0, 0, 1, 0)",4,2,4,5,4,2
1020011,Cn Db E# Fb Gb An Bn,Db Cn Bn E# Fb Gb An,015469B,0125679,7-20,"(1, 0, 2, 0, 0, 1, 1)",4,3,3,4,5,2
1020012,Cn Db E# Fb Gb An B#,Db Cn B# E# Fb Gb An,0154690,012569,6-44,"(1, 0, 2, 0, 0, 1, 2)",3,1,3,4,3,1
1020020,Cn Db E# Fb Gb A# Bb,Db Cn Bb E# Fb Gb A#,01546AA,012568,6-43,"(1, 0, 2, 0, 0, 2, 0)",3,2,2,3,3,2
1020021,Cn Db E# Fb Gb A# Bn,Db Cn Bn E# Fb Gb A#,01546AB,0123678,7-7,"(1, 0, 2, 0, 0, 2, 1)",5,3,2,3,5,3
